text,dialect,sentiment,confidence
أنا رح أحكي مع المدير بكرة وأسأله عن موضوع الإجازة,Ammani,neutral,high
يا الله ما أحلى قعدة جبل القلعة وقت الغروب، بتحس حالك شايف عمان كلها تحتيك والهوى بيلفح وجهك وبينسيك تعب النهار كله,Ammani,positive,high
كل الشكر لكل واحد وقف جنبي بمحنتي وساعدني لو بكلمة,Ammani,positive,high
النت عندي صاير يقطع بشكل مستفز، والشركة كل ما أحكي معهم بيحكولي المشكلة من عندك,Ammani,negative,high
احسب حسابك بكرة تلبس ثقيل لأنه حكوا بالأخبار إنه في كتلة هوائية باردة جاي، والحرارة رح تنزل كثير بالليل خصوصاً بالمناطق العالية,Ammani,neutral,high
بدي أشوف قديش صار رصيدي بالبنك عشان أعرف إذا بقدر أشتري الغرض اللي حكينا عنه,Ammani,neutral,high
خليني أتأكد من موعد الطيارة بالضبط عشان أطلع من البيت قبل بوقت,Ammani,neutral,high
المطعم اللي حكيتلي عنه طلع مسكر للصيانة ورح يفتح الأسبوع الجاي,Ammani,neutral,high
بكرة في اجتماع مهم بالشركة ولازم الكل يكون موجود على الساعة ثمانية الصبح,Ammani,neutral,high
صارلي ساعة واقف على دور البنك والسيستم معلق,Ammani,negative,high
بدي أمر على المكتبة اللي قبال البوابة الشمالية للجامعة، بدي أشوف إذا وصل الكتاب الجديد اللي وصيت عليه قبل أسبوع عشان أبلش أقرأ فيه,Ammani,neutral,high
احسب حسابك بكرة نروح نسجل المواد بدري عشان ما تروح علينا الشعب الكويسة,Ammani,neutral,high
امتحانين بكرا قد راسي حتى الملحد يدعيلي,Ammani,negative,high
اسبوع دوام مالوش داعي لو بلشو مع رمضان احسن,Ammani,negative,high
طب مطعم الشاورما اللي بالحارة شو حيصير فيه,Ammani,negative,high
"عاد مبارح كانت ايش يا سوري مسبّة اليوم كلنا سوارنة
سبحان مغير الاحوال فعلا عقبالك البلجيك",Ammani,neutral,high
البرد اسوأ شعور بالدنيا كيف الواحد بدفي ايديه واجريه جد,Ammani,negative,medium
اخوي بشغل بودكاست وبغى مشان الله شو بقومني اطفيه هلا,Ammani,negative,high
هاد الناقص يجيبي ابو شخة يعبرلي عن رأيه طب زرقه بعمري والهبلنك بشغلة مفيدة افضللك,Ammani,negative,high
اتمنى ما نصدق اشي لحتى المقاومة تعلن بيان رسمي,Ammani,neutral,medium
في شب بالمحاضرة اسمه عزالدين الدروبي مش عارف لو سمعت غلط بس كل الاحترام للدروبي,Ammani,positive,high
مبارح كان عايش ومحدش داري عنه اليوم تذكرتو انكم بتحبوه انداري الناس,Ammani,negative,high
عنجد اكثر صحبة بكرهها هي الصحبة الثلاثية وعشاني ما بحبها دايماً الله بترزقني اياها وين ما اروح ووين ما اجي,Ammani,negative,high
فش كزبرة عند الخضرجى اجيب بقدونس بدلها ولا بزبطش,Ammani,neutral,high
بتخوت كنت بس يعني انتي اديب لانك شكيتِ بحساباتك انا,Ammani,neutral,high
البنت الي بتحط جمب اسمها حية شو بكون نيتها لها,Ammani,neutral,high
"احسنلك لو تحاولي تشوفيه اول ما يخلص محاضراته بالكلية 
لانه دايما اجتماعات وهيك ما بقعد بمكتبه يدوب",Ammani,neutral,high
انا مروح من الشغل وقفت ع إشارة 36 بالزرقا ووقفت جنبي سيارة فيها 3 بنات ومن شكلهم مايعات ومسلمات أمرهم لربنا وبسمعوا مهرجانات اللي ورا بتحكيلي البس نظاره حرام عيونك الحلوين توجعهم الشمس يسعدهم بس إيش في؟ لا جد جد بالله إيش في؟,Ammani,neutral,high
يفدح عردك عنجد بفدح عردك مو وقتنا خلينا نركز بالتمرين بس خلص تمرين بردلك يفدح عردك عنجد,Ammani,negative,high
الكل سامع الا انا؟ فيش صوت بخوان بتتوهمو,Ammani,neutral,high
يفدح عردك الي ساعه بكذب عليك وبجبر بخاطرك اخر شي بتزت حكي بمعنى اني ميت عليك ولك شفقان عليك يا غبي,Ammani,negative,high
بتعرف احنا مين؟ احنا فازات الشامي ولااااك زوط,Ammani,neutral,high
ترا الرجال ما بفهمو بالتلميحات إذا بدكو منا اشي اطلبوه مباشرة,Ammani,neutral,high
والله اني منيح بس مش من بعيد,Ammani,neutral,high
خلينا نتفق انه كل شخص يتعامل معك حسب اهميتك عنده,Ammani,neutral,medium
اوقات بقدس اخطائي الي خلتني واعي,Ammani,positive,medium
يوم السبت ممل بتحس ريحته كآبة,Ammani,negative,medium
مستحيل بابا يعني كل الي طلبته منك غزال كيف يعني بتحكيلي من وين اجيبلك غزال,Ammani,negative,high
استقبل التعازي حتى هذا طلع معي بالجامعه,Ammani,neutral,medium
هواجيس العصر اوسخ من هواجيس الليل,Ammani,negative,medium
هي اختياراتي مدمرة حياتي فعلاً و لا مين بدخل كلية الهندسة بكل عقله,Ammani,negative,high
صار نفسي اتعرف على بني ادم طبيعي,Ammani,neutral,medium
شرط من شروط الزواج يشتريلي حصان.......,Ammani,neutral,medium
مشكلتي ما بفكر قبل ما احكي,Ammani,negative,high
والناس والناس شو بدها تحكي عنكم الناس,Ammani,negative,high
اشي بيكره حاله و اشي بيكرههني انا بس لو سيارة لبعيد تاخذني,Ammani,negative,high
اقتلوني بس لا تخلوني اناقش حد غبي,Ammani,negative,high
ما حكينا اعتماد بس اه بهمني خلفيه عيلته شو,Ammani,neutral,high
اكيد مش متوقعه اتزوج حدا بنفس مستوى اهلي بالزبط بس ع الاقل اكون ضامنه انه حدا قادر يشتغل ع حاله وقادر يوفرلي حياة شبيهة باللي كنت فيها حتى لو اخذ الموضوع كم سنه لقدام لانه مش مضطرة اظلم حالي ولا اظلم اطفالي مستقبلاً,Ammani,neutral,medium
لا انت مش محترم لما تتمسخر ع ديانة غيرك حتى لو انت شايفها غلط,Ammani,neutral,medium
لما تكوني بنت عز تروحيش تحبي واحد منتف لو سمحتي,Ammani,neutral,high
حد يحكيلي انو جد ما اشتري او اواعي عيد عشان ما احس حالي منبوذ,Ammani,neutral,high
اليوم قاعد وبمرق الوقت على مهلي,Ammani,neutral,high
نفسي اشرب قهوة وما اعمل اشي بعدها,Ammani,neutral,medium
الجو حلو بس ما الي نفس اطلع,Ammani,neutral,medium
بدي اطلع بس مش عارف وين اروح,Ammani,neutral,medium
اليوم مزاجي رايق بس كسلان شوي,Ammani,neutral,medium
قاعد عالتلفون بدون اي سبب واضح,Ammani,neutral,medium
بدي اشي خفيف يغير مودي اليوم,Ammani,neutral,medium
يوم عادي جداً بدون اي احداث جديدة,Ammani,neutral,medium
بدي انام بس مش جاي النوم ابداً,Ammani,neutral,medium
صحيت تعبان مع اني نايم منيح,Ammani,neutral,medium
نفسي اطلع لفه سريعة وارجع عالبيت,Ammani,neutral,medium
قاعد بسكر وافتح نفس التطبيقات طول الوقت,Ammani,negative,medium
بدي اشي بسيط يزبط مزاجي اليوم,Ammani,neutral,medium
الجو مناسب اقعد بالبيت وما اطلع,Ammani,neutral,medium
بدي اضحك بس مش لاقي اشي يضحك,Ammani,negative,medium
يومي بلش وبدي يخلص بسرعة,Ammani,negative,medium
قاعد بدون هدف وبمرق وقتي هيك,Ammani,negative,medium
بدي اشي اشربه بس محتار شو اختار,Ammani,neutral,medium
مزاجي غريب اليوم مش فاهم حالي,Ammani,negative,medium
قاعد بحاول ما امل بس صعب,Ammani,negative,medium
اليوم طويل زيادة ومش راضي يخلص,Ammani,negative,medium
بدي اطلع بس ما عندي مكان معين,Ammani,neutral,medium
قاعد بعمل ولا اشي من الصبح,Ammani,negative,medium
بدي اغير جو بس من مكاني الحالي,Ammani,neutral,medium
يوم بدون احداث وكل اشي هادي,Ammani,neutral,medium
قاعد بتفرج عالفاضي بدون تركيز,Ammani,negative,medium
بدي اسمع اغاني بس مش جاي المزاج,Ammani,negative,medium
اليوم بيمشي ببطء بشكل غريب,Ammani,negative,medium
بدي احكي مع حدا بس مش عارف مين,Ammani,negative,medium
قاعد بلف عالتطبيقات بدون اي هدف,Ammani,negative,medium
بدي اشي بسيط يزبط يومي اليوم,Ammani,neutral,medium
اليوم كسل رسمي وما الي نفس اعمل اشي,Ammani,negative,medium
قاعد ومش عارف شو ممكن اعمل,Ammani,negative,medium
بدي اكل بس مش حاسس بالجوع,Ammani,negative,medium
يوم هادي زيادة عن اللزوم اليوم,Ammani,neutral,medium
قاعد بدون تركيز وبضيع وقتي,Ammani,negative,medium
بدي اغير مودي بس مش عارف كيف,Ammani,negative,medium
قاعد بمرق الوقت بدون اي فايدة,Ammani,negative,medium
يوم بدون طعم ولا في اشي مميز,Ammani,negative,medium
بدي اطلع بس بنفس الوقت كسلان,Ammani,negative,medium
قاعد بفكر شو اعمل وبعملش اشي,Ammani,negative,medium
